   1.9105548e-02   4.4410379e+02
   5.7316642e-02   4.5593237e+02
   9.5527738e-02   4.5688214e+02
   1.3373883e-01   4.6138904e+02
   1.7194992e-01   4.6200247e+02
   2.1016102e-01   4.5622958e+02
   2.4837212e-01   4.5967291e+02
   2.8658321e-01   9.2211499e+02
   3.2479429e-01   7.7266748e+03
   3.6300540e-01   2.3929611e+04
   4.0121651e-01   3.0456586e+04
   4.3942758e-01   3.2347779e+04
   4.7763869e-01   5.6279879e+04
   5.1584977e-01   7.8783023e+04
   5.5406088e-01   7.7070070e+04
   5.9227198e-01   6.0871934e+04
   6.3048309e-01   4.8092453e+04
   6.6869414e-01   3.8470059e+04
   7.0690525e-01   3.0621838e+04
   7.4511635e-01   2.5409215e+04
   7.8332746e-01   2.3174359e+04
   8.2153857e-01   2.2978291e+04
   8.5974962e-01   2.3933816e+04
   8.9796072e-01   2.5301811e+04
   9.3617183e-01   2.6868404e+04
   9.7438294e-01   2.8487494e+04
   1.0125940e+00   3.0030143e+04
   1.0508051e+00   3.1546135e+04
   1.0890162e+00   3.3050004e+04
   1.1272273e+00   3.4222043e+04
   1.1654384e+00   3.5260664e+04
   1.2036495e+00   3.6139199e+04
   1.2418606e+00   3.7344566e+04
   1.2800717e+00   3.8906418e+04
   1.3182827e+00   4.0972281e+04
   1.3564938e+00   4.3331305e+04
   1.3947049e+00   4.5724023e+04
   1.4329160e+00   4.7792441e+04
   1.4711272e+00   4.9395027e+04
   1.5093383e+00   5.0528730e+04
   1.5475494e+00   5.1345344e+04
   1.5857605e+00   5.2039582e+04
   1.6239716e+00   5.2745496e+04
   1.6621827e+00   5.3415910e+04
   1.7003937e+00   5.4084254e+04
   1.7386048e+00   5.4749750e+04
   1.7768159e+00   5.5447902e+04
   1.8150270e+00   5.6144180e+04
   1.8532381e+00   5.6828371e+04
   1.8914492e+00   5.7543082e+04
   1.9296603e+00   5.8285742e+04
   1.9678714e+00   5.9007457e+04
   2.0060825e+00   5.9726875e+04
   2.0442936e+00   6.0449570e+04
   2.0825047e+00   6.1147887e+04
   2.1207159e+00   6.1849672e+04
   2.1589270e+00   6.2530102e+04
   2.1971381e+00   6.3153516e+04
   2.2353489e+00   6.3783953e+04
   2.2735600e+00   6.4384379e+04
   2.3117712e+00   6.5004027e+04
   2.3499823e+00   6.5604383e+04
   2.3881934e+00   6.6151711e+04
   2.4264045e+00   6.6631273e+04
   2.4646156e+00   6.7080609e+04
   2.5028267e+00   6.7526797e+04
   2.5410378e+00   6.7907180e+04
   2.5792489e+00   6.8259109e+04
   2.6174600e+00   6.8598586e+04
   2.6556711e+00   6.8907031e+04
   2.6938822e+00   6.9134016e+04
   2.7320933e+00   6.9314484e+04
   2.7703044e+00   6.9467992e+04
   2.8085155e+00   6.9517977e+04
   2.8467267e+00   6.9549281e+04
   2.8849378e+00   6.9618188e+04
   2.9231489e+00   6.9612461e+04
   2.9613597e+00   6.9544203e+04
   2.9995708e+00   6.9436430e+04
   3.0377820e+00   6.9288883e+04
   3.0759931e+00   6.9131156e+04
   3.1142042e+00   6.8928977e+04
   3.1524153e+00   6.8727781e+04
   3.1906264e+00   6.8462930e+04
   3.2288375e+00   6.8179242e+04
   3.2670486e+00   6.7929852e+04
   3.3052597e+00   6.7586125e+04
   3.3434708e+00   6.7247977e+04
   3.3816819e+00   6.6894758e+04
   3.4198930e+00   6.6551031e+04
   3.4581041e+00   6.6195766e+04
   3.4963152e+00   6.5837688e+04
   3.5345263e+00   6.5505125e+04
   3.5727375e+00   6.5130609e+04
   3.6109486e+00   6.4809836e+04
   3.6491597e+00   6.4424160e+04
   3.6873708e+00   6.4079129e+04
   3.7255816e+00   6.3728469e+04
   3.7637928e+00   6.3390180e+04
   3.8020039e+00   6.3105586e+04
   3.8402150e+00   6.2793211e+04
   3.8784261e+00   6.2487148e+04
   3.9166372e+00   6.2149777e+04
   3.9548483e+00   6.1848563e+04
   3.9930594e+00   6.1500094e+04
   4.0312705e+00   6.1206020e+04
   4.0694818e+00   6.0923602e+04
   4.1076927e+00   6.0661211e+04
   4.1459036e+00   6.0350379e+04
   4.1841149e+00   5.9952867e+04
   4.2223258e+00   5.9641266e+04
   4.2605371e+00   5.9304789e+04
   4.2987480e+00   5.9054105e+04
   4.3369594e+00   5.8766246e+04
   4.3751702e+00   5.8484820e+04
   4.4133816e+00   5.8223059e+04
   4.4515924e+00   5.7971402e+04
   4.4898038e+00   5.7712367e+04
   4.5280147e+00   5.7472535e+04
   4.5662260e+00   5.7271258e+04
   4.6044369e+00   5.7028367e+04
   4.6426482e+00   5.6840281e+04
   4.6808591e+00   5.6647359e+04
   4.7190704e+00   5.6496402e+04
   4.7572813e+00   5.6327133e+04
   4.7954926e+00   5.6138340e+04
   4.8337035e+00   5.5996449e+04
   4.8719144e+00   5.5795691e+04
